fid	x	y
house_49	687632.3514232731	6085335.936485424
house_50	687647.3330410472	6085336.678865965
house_51	687662.3146588213	6085337.421246508
house_52	687292.0800049372	6085481.94750354
house_53	687302.4583992219	6085471.128926702
house_54	687313.9197525939	6085461.467259175
house_55	687326.2383606706	6085452.924027314
house_56	687339.3396748534	6085445.641459968
house_57	687353.1088795624	6085439.713007685
house_58	687270.6138978186	6085507.868041163
house_59	687280.1220912737	6085496.266564653
house_60	687687.2499723609	6085338.65686483
house_61	687702.2315894439	6085339.3992593195
house_62	687717.0815592062	6085341.225053968
house_63	687730.6483161758	6085347.433606506
house_64	687741.4137341494	6085357.723232074
house_65	687683.3669852774	6085333.5343683185
house_66	687686.6996411101	6085318.909273272
house_67	687690.0322969428	6085304.284178226
house_68	687693.3649527755	6085289.659083181
house_69	687700.4845650495	6085276.754571324
house_70	687713.9388988166	6085270.805634198
house_71	687728.914282451	6085269.9949505525
house_72	687743.8959912726	6085269.254409679
house_73	686413.4898364005	6087248.533377553
house_74	686406.8134456013	6087235.101110213
house_75	686400.137054802	6087221.668842874
house_76	686393.4606640028	6087208.236575534
house_77	686420.7142705192	6087252.90934188
house_78	686435.7111820763	6087252.604967518
house_79	686450.7080936332	6087252.300593156
house_80	686465.7050051902	6087251.996218795
house_81	686417.9407639706	6087257.488222263
house_82	686424.6171558814	6087270.92048905
house_83	686431.2935477922	6087284.352755838
house_84	686437.969939703	6087297.785022626
house_85	686382.3301750652	6087185.843116748
house_86	686389.888170627	6087190.890147194
house_87	686404.8850825075	6087190.585788776
house_88	686419.8819943881	6087190.281430358
house_89	686434.8789062686	6087189.977071939
house_90	686449.8758181492	6087189.672713521
house_91	687747.833291901	6085369.898590449
house_92	687751.6138127106	6085384.38136469
house_93	687754.5178488024	6085399.097565775
house_94	687757.4218848941	6085413.81376686
house_95	687760.3259209859	6085428.529967945
house_96	687750.7210094427	6085362.956854005
house_97	687764.1841377696	6085356.342916022
house_98	687777.6472660964	6085349.728978038
house_99	687791.1103944234	6085343.115040055
house_100	687804.5735227503	6085336.50110207
house_101	687766.6788725987	6085435.664560024
house_102	687781.6604903962	6085436.406940096
house_103	687796.647321014	6085436.969050377
house_104	687811.6010552966	6085436.0745507665
house_105	687477.4934934638	6085427.788976176
house_106	687492.4882826607	6085427.3995682495
house_107	687507.4855153624	6085427.111451444
house_108	687522.482748064	6085426.82333464
house_109	687537.4825211337	6085426.805706692
house_110	687552.4825197728	6085426.812096504
house_111	687567.4809352948	6085426.973029878
house_112	687582.4779170852	6085427.273923842
house_113	687597.4737456639	6085427.613403132
house_114	687612.4619289828	6085428.20868525
house_115	687627.4501123016	6085428.803967368
house_116	687642.4334537304	6085429.5077288095
house_117	687657.4150707116	6085430.250125353
house_118	687672.396687693	6085430.992521897
house_119	687687.3783046742	6085431.734918441
house_120	687702.3599216554	6085432.477314984
house_121	687717.3415386366	6085433.219711528
house_122	687732.3231556178	6085433.962108072
house_123	687747.304772599	6085434.704504616
house_124	687178.6903740682	6085913.335962286
house_125	687169.2309962716	6085901.694649142
house_126	687159.7716184749	6085890.053335999
house_127	687150.3122406782	6085878.412022856
house_128	687140.8528628816	6085866.770709713
house_129	687186.5428230533	6085915.508663825
house_130	687199.4632175537	6085908.176673734
house_131	687211.5496557356	6085899.293092695
house_132	687184.6341497299	6085913.067632221
house_133	687195.8672439255	6085903.872069001
house_134	687209.6998443981	6085898.070417153
house_135	687165.2148150046	6085929.594274418
house_136	687177.2472600185	6085920.637697674
house_137	687129.9147688601	6085861.238234024
house_138	687137.931064202	6085855.275362059
house_139	687151.7723922854	6085849.970709306
house_140	687166.3164497484	6085846.3005059725
house_141	687180.8605072114	6085842.630302639
house_142	687145.6555697898	6085937.926065762
house_143	687136.1961791593	6085926.284763047
house_144	687126.7367885287	6085914.6434603315
house_145	687117.2773978983	6085903.002157617
house_146	687105.999471574	6085908.9476132495
house_147	687136.612059224	6085951.741788568
house_148	687151.7224457671	6085937.743239535
house_149	687152.8195110802	6085938.820969146
house_150	687129.7395734887	6085951.202962756
house_151	687120.2801939555	6085939.561651023
house_152	687110.8208144224	6085927.920339291
house_153	687095.737358097	6085917.286320778
house_154	687123.8806919411	6085964.791102151
house_155	687113.3750701214	6085868.235365491
house_156	687103.9156804866	6085856.594061968
house_157	687092.5124803827	6085848.076782454
house_158	687080.274592135	6085856.412620089
house_159	687068.6332763628	6085865.871994651
house_160	687058.105374685	6085876.2337022275
house_161	687064.3458177486	6085889.090529131
house_162	687073.8052137783	6085900.731827458
house_163	687083.2646098079	6085912.373125786
house_164	687123.7870823136	6085402.230524016
house_165	687110.3042421279	6085408.775377545
house_166	687095.8704284079	6085412.750360294
house_167	687080.9286507787	6085413.701698731
house_168	687128.8679347107	6085404.837347095
house_169	687130.868138843	6085419.703388378
house_170	687133.2372158786	6085434.511375803
house_171	687136.7482590589	6085449.080650388
house_172	687141.663273075	6085463.2404065365
house_173	687147.9361011833	6085476.856694991
house_174	687155.529321464	6085489.786601133
house_175	687127.5344531039	6085394.926654546
house_176	687125.5342124158	6085380.060618181
house_177	687524.950037312	6086172.988755804
house_178	687527.2544492473	6086158.166823217
house_179	687529.7284159312	6086143.372389448
house_180	687532.5399495027	6086128.639037851
house_181	687535.5682385704	6086113.94815001
house_182	687538.6451636044	6086099.26712374
house_183	687542.4511219182	6086084.812424315
house_184	687553.4455407129	6086075.181389058
house_185	687568.269820337	6086074.795513725
house_186	687583.1781663357	6086076.451176608
house_187	687598.0865123345	6086078.10683949
house_188	687612.9948583333	6086079.762502372
house_189	687627.9032043321	6086081.418165255
house_190	687642.8115503308	6086083.0738281375
house_191	687657.7198963297	6086084.729491021
house_192	687672.6282423284	6086086.385153903
house_193	687687.5365883273	6086088.040816785
house_194	687702.444934326	6086089.696479668
house_195	687717.3532803247	6086091.35214255
house_196	687732.2616263236	6086093.007805433
house_197	687747.1699723223	6086094.663468315
house_198	687762.0783183211	6086096.319131197
house_199	687529.1225460039	6086178.697525684
house_200	687543.9444840149	6086181.001902736
house_201	687558.7664220259	6086183.306279789
house_202	687573.6555179136	6086184.957685918
house_203	687588.5186247226	6086183.337222495
house_204	687602.6755048067	6086178.457140299
house_205	687518.6291226535	6086213.645453525
house_206	687520.9334906155	6086198.823514101
house_207	687523.2378585773	6086184.0015746765
house_208	687793.3093333092	6086054.382832984
house_209	687785.4710332366	6086067.171931935
house_210	687777.632733164	6086079.961030886
house_211	687764.6419230838	6086101.1570267165
house_212	687756.803592334	6086113.946106866
house_213	686050.1870304659	6086588.542237753
house_214	686059.7274218627	6086600.117251014
house_215	686069.2678132593	6086611.692264276
house_216	686078.808204656	6086623.267277537
house_217	686088.2240836762	6086634.940611193
house_218	686096.4063369927	6086647.486512609
house_219	686102.6518094831	6086661.108315338
house_220	686106.9837780799	6086675.465751066
house_221	686110.9913703647	6086689.920480536
house_222	686114.9989626496	6086704.375210008
house_223	686119.0065549344	6086718.829939479
house_224	686123.0141472194	6086733.284668949
house_225	686127.0217395043	6086747.739398421
house_226	686132.0260256723	6086761.864075724
house_227	686138.9982653485	6086775.118495555
house_228	686147.8389727212	6086787.213054739
house_229	686158.4298063418	6086797.815900825
house_230	686170.5049285259	6086806.681906591
house_231	686183.7444728359	6086813.68236899
house_232	686101.3464444637	6086538.634906932
house_233	686090.2858376405	6086548.766774016
house_234	686078.9904181794	6086558.636601736
house_235	686067.5023465245	6086568.280302879
house_236	686055.8405821603	6086577.712593236
house_237	686043.005220644	6086587.681659551
house_238	686030.9894758308	6086596.660262489
house_239	686018.7607103991	6086605.346878401
house_240	686006.4488960099	6086613.914999571
house_241	685994.1111966386	6086622.446187895
house_242	686201.823019353	6086819.579921748
house_243	686216.6383735596	6086821.7710835235
house_244	686195.6141778391	6086823.275260659
house_245	686191.6046113569	6086837.7294426365
house_246	686187.5950448746	6086852.183624613
house_247	686183.5854783922	6086866.63780659
house_248	686179.5759119099	6086881.091988567
house_249	686175.5663454277	6086895.546170544
house_250	686233.7403133721	6086822.156732417
house_251	686248.7400534897	6086822.245029666
house_252	686228.7698326135	6086817.127386629
house_253	686228.8581304552	6086802.127646514
house_254	686229.1463228111	6086787.137085136
house_255	686233.8592924785	6086773.040163781
house_256	686240.6801253449	6086759.6879934305
house_257	686240.3566251626	6086745.057875342
house_258	686232.2730795494	6086732.457000003
house_259	686223.7778419063	6086720.094518966
house_260	686272.6697304155	6086821.891536676
house_261	686287.3576889066	6086819.025964393
house_262	686301.227652112	6086813.409233207
house_263	686313.7702803387	6086805.247748732
house_264	686267.6570708633	6086827.300613391
house_265	686267.5687834534	6086842.300353567
house_266	686267.4804960437	6086857.300093742
house_267	686267.6732610591	6086872.2929021325
house_268	686271.0895846378	6086886.840059441
house_269	686276.3825606867	6086900.875172712
house_270	686325.8332436377	6086792.8620130485
house_271	686334.2170184928	6086780.466001523
house_272	686339.847915129	6086766.601560811
house_273	686342.7274787346	6086751.917044125
house_274	686326.5460572537	6086800.242076797
house_275	686336.8174784079	6086811.095331314
house_276	686343.0216835971	6086824.728948608
house_277	686348.8012768214	6086838.570780212
house_278	686354.5808700456	6086852.412611816
house_279	686360.3604632699	6086866.254443421
house_280	686342.3200563753	6086734.87075476
house_281	686339.3173871124	6086720.207981412
house_282	686333.3637361387	6086706.465946516
house_283	686324.8739423675	6086694.123103188
house_284	686348.05156124	6086739.525327165
house_285	686363.0262449611	6086738.654208658
house_286	686377.9957674189	6086738.329772203
house_287	686310.8005318214	6086677.108825518
house_288	686301.2399272859	6086665.55050207
house_289	686292.6102247371	6086653.322003576
house_290	686287.8560510465	6086639.154170622
house_291	686286.6932832983	6086624.21469427
house_292	686286.0051016851	6086609.23048905
house_293	686317.8401780908	6086677.774736184
house_294	686329.3985123637	6086668.214144736
house_295	686341.1018209492	6086658.838869246
house_296	686354.5289137152	6086652.305584344
house_297	686369.2785114688	6086649.909247821
house_298	686384.2678247795	6086649.343132573
house_299	686285.4168242287	6086596.421164096
house_300	686284.6142946585	6086581.445501935
house_301	686281.4882915658	6086566.830547556
house_302	686274.7695738616	6086553.477782601
house_303	686264.8508200289	6086542.287314167
house_304	686290.1529931705	6086599.250532752
house_305	686303.6733726811	6086592.7544310065
house_306	686317.1937521917	6086586.258329261
house_307	686330.7141317023	6086579.762227515
house_308	686344.2345112129	6086573.266125769
house_309	686243.50924086	6086530.773127819
house_310	686229.1324634398	6086526.494311276
house_311	686250.1478385881	6086527.5527846925
house_312	686255.6868543524	6086513.612938769
house_313	686261.2258701166	6086499.673092846
house_314	686214.8447789213	6086522.290922238
house_315	686200.5054052856	6086517.900288166
house_316	686186.9861589826	6086511.455569513
house_317	686174.9093917869	6086502.5909347
house_318	686163.6540586827	6086492.675417734
house_319	686218.2688912392	6086528.4776121685
house_320	686214.0151702791	6086542.858835657
house_321	686207.3019289237	6086556.205671021
house_322	686198.532407664	6086568.374584302
house_323	686189.750165852	6086580.534856863
house_324	686183.6113306505	6086594.06080621
house_325	686184.5663875828	6086608.862785402
house_326	686189.4495838954	6086623.043945855
house_327	686194.3733708173	6086637.212796279
house_328	686157.5023198783	6086480.592728278
house_329	686167.2299532415	6086469.1753879385
house_330	686176.6415323287	6086457.497964437
house_331	686185.552275981	6086445.436740347
house_332	686193.8595497346	6086432.952100449
house_333	686201.543290662	6086420.074178506
house_334	686208.5849376956	6086406.834056193
house_335	686214.9674762816	6086393.263688379
house_336	686150.8678197367	6086488.073940042
house_337	686140.7791789463	6086499.17436017
house_338	686130.4329454685	6086510.033277235
house_339	686119.9439665935	6086520.754683464
house_340	686109.1874496805	6086531.209220465
house_341	685970.2028924774	6085890.922303092
house_342	685969.4384699092	6085905.902812366
house_343	685968.6740473411	6085920.883321641
house_344	686033.1731558284	6085846.724795516
house_345	686024.034423314	6085858.619482062
house_346	686014.1989471484	6085869.90856883
house_347	686002.0871324355	6085878.6793195
house_348	685988.1524080232	6085884.106788109
house_349	685965.4847780378	6085885.409139384
house_350	685951.0126599313	6085881.635172088
house_351	685937.9768267118	6085874.304565632
house_352	685927.1235979651	6085864.023405218
house_353	685919.0985683914	6085851.403276376
house_354	685913.9623821155	6085837.319682929
house_355	685909.2202839137	6085823.088994096
house_356	685904.4781857118	6085808.858305264
house_357	685967.9798251955	6085934.490709863
house_358	685967.8949241932	6085949.46088328
house_359	685963.2903479894	6085928.751974602
house_360	685948.4578919567	6085926.51629841
house_361	685933.625435924	6085924.280622217
house_362	685918.7929798914	6085922.044946023
house_363	685903.9605238588	6085919.809269831
house_364	685889.1280678262	6085917.573593638
house_365	685874.2956117935	6085915.337917445
house_366	685973.1636215802	6085963.7416387405
house_367	685981.7633959901	6085976.015038882
house_368	685990.3675476873	6085988.298230257
house_369	685998.593252041	6086000.838595573
house_370	686006.4335955208	6086013.625779322
house_371	686013.774947407	6086026.706473206
house_372	686020.6869374758	6086040.016820581
house_373	686027.1891897299	6086053.530860912
house_374	686033.2763300355	6086067.237364188
house_375	686038.9432169535	6086081.124990429
house_376	686044.0758980126	6086095.219513661
house_377	686048.7420496014	6086109.473293122
house_378	686052.970873521	6086123.861692804
house_379	686056.7588891566	6086138.372759423
house_380	685966.0709715482	6085961.448046742
house_381	685952.3554861943	6085967.521386969
house_382	685938.6400008403	6085973.594727195
house_383	685924.9245154863	6085979.668067422
house_384	685911.2090301323	6085985.741407648
house_385	685897.4935447783	6085991.814747874
house_386	685883.7780594244	6085997.888088101
house_387	685702.015471092	6086355.53016403
house_388	685714.9060843671	6086347.85995612
house_389	685727.7966976423	6086340.189748209
house_390	685740.6873109174	6086332.519540299
house_391	685753.5779241925	6086324.8493323885
house_392	685766.4685374678	6086317.179124477
house_393	685779.3591507429	6086309.508916567
house_394	685792.249764018	6086301.838708657
house_395	685805.1403772932	6086294.168500747
house_396	685818.0309905683	6086286.498292835
house_397	685830.9216038436	6086278.828084925
house_398	685843.8122171187	6086271.157877015
house_399	685856.7028303938	6086263.487669104
house_400	686719.87497173	6086472.07074763
house_401	686722.1773869203	6086486.89299052
house_402	686724.4798021106	6086501.71523341
house_403	686726.7822173007	6086516.5374763
house_404	686729.084632491	6086531.35971919
house_405	686724.0482468592	6086466.362523308
house_406	686738.8704874372	6086464.060093233
house_407	686753.6927280151	6086461.757663159
house_408	686768.5149685931	6086459.455233084
house_409	686783.3372091711	6086457.152803009
house_410	686798.159449749	6086454.850372935
house_411	686635.4371850265	6086478.744666539
house_412	686650.3739583279	6086477.390095797
house_413	686665.2487268682	6086475.468451229
house_414	686680.0749540181	6086473.193117076
house_415	686694.8971974243	6086470.890705208
house_416	686709.7194408304	6086468.58829334
house_417	686726.32275255	6086546.154072886
house_418	686711.5005101989	6086548.456491547
house_419	686696.6782678479	6086550.758910207
house_420	686681.9272872596	6086553.44013301
house_421	686668.125016925	6086559.201878301
house_422	686656.1435158155	6086568.143444037
house_423	686646.6923438034	6086579.735246969
house_424	686639.9258839807	6086593.113851164
house_425	686633.5067383441	6086606.670936739
house_426	686785.5985550984	6086552.512362537
house_427	686773.4532060849	6086543.981965804
house_428	686758.7863003922	6086541.409864997
house_429	686743.9287458041	6086543.4192408975
house_430	686628.9996714131	6086616.1897221925
house_431	686622.580485653	6086629.746788769
house_432	686616.1612998929	6086643.3038553465
house_433	686609.7421141329	6086656.860921924
house_434	686603.3229283728	6086670.417988501
house_435	686626.6203738014	6086609.530979874
house_436	686613.0632952065	6086603.1118194945
house_437	686599.5062166116	6086596.692659115
house_438	686595.2110783241	6086675.866170323
house_439	686581.6540132958	6086669.446981292
house_440	686568.0969482674	6086663.027792261
house_441	686554.5398832392	6086656.60860323
house_442	686597.7210802899	6086682.584528594
house_443	686593.3687211073	6086696.818520568
house_444	686595.135837949	6086711.579896958
house_445	686072.2512258579	6085721.145773233
house_446	686086.9283272666	6085718.053765853
house_447	686101.52274991	6085714.60078181
house_448	686115.9823859014	6085710.618949412
house_449	686130.2882905962	6085706.113432215
house_450	686144.421712945	6085701.090062813
house_451	686158.3495961541	6085695.521035132
house_452	686172.0565532966	6085689.430204376
house_453	686185.5320061868	6085682.845092477
house_454	686199.6023560269	6085677.969251615
house_455	686214.3129354798	6085679.887776581
house_456	686226.3882994027	6085688.541863364
house_457	686236.4569390869	6085699.66042869
house_458	686246.5255787713	6085710.778994015
house_459	686256.5942184556	6085721.897559342
house_460	686266.66285814	6085733.016124668
house_461	686276.7314978243	6085744.134689993
house_462	686286.8001375087	6085755.25325532
house_463	686295.4764044404	6085767.418873077
house_464	686299.8253396343	6085781.696575394
house_465	685979.6387317587	6085739.841602466
house_466	685994.3421270357	6085736.873409864
house_467	686009.0455223128	6085733.905217261
house_468	686023.7489175898	6085730.937024658
house_469	686038.4523128669	6085727.968832055
house_470	686053.155708144	6085725.000639453
house_471	686068.9308188021	6085726.878756479
house_472	686073.672975207	6085741.109425916
house_473	686078.77565872	6085755.208517765
house_474	686086.7138436054	6085767.890403412
house_475	686097.4889867038	6085778.258418283
house_476	686110.4502636676	6085785.7059971765
house_477	686124.8297768676	6085789.792990546
house_478	686139.7764941863	6085790.276137371
house_479	686154.4003592168	6085787.106527116
house_480	686168.5691795861	6085782.182653707
house_481	686296.3104468477	6085805.608508191
house_482	686288.535870059	6085818.305119024
house_483	686276.9265746449	6085827.688998525
house_484	686263.151406744	6085833.601185568
house_485	686303.1452664352	6085802.495939197
house_486	686317.5022657404	6085806.840656788
house_487	686331.7802326978	6085811.423136165
house_488	686344.4441448741	6085819.341956138
house_489	686354.7224390958	6085830.258296064
house_490	686364.7910650367	6085841.376873836
house_491	686374.8596909774	6085852.495451608
house_492	686384.9283169182	6085863.61402938
house_493	686394.996942859	6085874.732607151
house_494	686405.0655687999	6085885.851184923
house_495	686620.6594538199	6087246.746329239
house_496	686620.3551152792	6087231.749416954
house_497	686620.0507767384	6087216.75250467
house_498	686611.0728927667	6087210.788480528
house_499	686596.0759811265	6087211.0928507885
house_500	686514.2342706112	6087253.907246431
house_501	686529.2311824453	6087253.602885727
house_502	686544.2280942795	6087253.298525021
house_503	686559.2250061136	6087252.994164316
house_504	686574.2219179478	6087252.6898036115
house_505	686589.218829782	6087252.385442906
house_506	686604.2157416161	6087252.081082202
house_507	686625.7598705923	6087251.643845483
house_508	686640.7567823686	6087251.33948193
house_509	686356.9136609547	6087123.716228432
house_510	686371.4350438174	6087119.957313728
house_511	686385.9564266802	6087116.198399023
house_512	686400.4778095429	6087112.43948432
house_513	686414.9991924056	6087108.680569615
house_514	686429.5205752683	6087104.921654911
house_515	686354.2986713897	6087129.446618575
house_516	686360.9750855576	6087142.8788743
house_517	686436.7389485535	6087032.373769796
house_518	686423.4778942126	6087039.384079189
house_519	686410.2168398718	6087046.394388581
house_520	686396.955785531	6087053.404697972
house_521	686383.6947311901	6087060.415007364
house_522	686370.4336768492	6087067.425316756
house_523	686357.1726225085	6087074.435626148
house_524	686345.3180357266	6087083.335585792
house_525	686340.8645302991	6087097.340156152
house_526	686345.3630489752	6087111.4690430015
house_527	686810.343121887	6086954.922399552
house_528	686819.5808197394	6086943.111927853
house_529	686829.587731097	6086931.944334592
house_530	686840.3698545207	6086921.522635325
house_531	686851.8790539405	6086911.910339333
house_532	686864.0038726917	6086903.089246853
house_533	686803.2707286096	6086956.1004342055
house_534	686790.9441144397	6086947.553236823
house_535	686776.7885551808	6086944.034122352
house_536	686763.4007262688	6086950.531110964
house_537	686750.5652116443	6086958.293170247
house_538	686737.7296970197	6086966.055229531
house_539	686724.8941823952	6086973.817288814
house_540	686712.0586677707	6086981.5793480985
house_541	686804.6172100203	6086963.117137413
house_542	686796.5222367679	6086975.744564792
house_543	686788.4986756415	6086988.418256711
house_544	686780.0703293682	6087000.8185331235
house_545	686770.2611364957	6087012.152458353
house_546	686759.144208505	6087022.198651857
house_547	686746.9301597588	6087030.888344397
house_548	686733.6648466198	6087037.868580071
house_549	686719.6841698674	6087043.258713204
house_550	686705.143624959	6087046.898839237
house_551	686690.2614745825	6087048.655826126
house_552	686675.2716044008	6087049.139471926
house_553	686660.2746926358	6087049.443836032
house_554	686917.2964278605	6086876.876042742
house_555	686903.2286664515	6086882.065441736
house_556	686889.5344900124	6086888.1762903305
house_557	686876.340067958	6086895.302064167
house_558	686865.6127915629	6086895.940657896
house_559	686857.510066252	6086883.317431584
house_560	687648.1357356402	6086669.8672032505
house_561	687658.4666425621	6086680.742513001
house_562	687668.7975494838	6086691.617822752
house_563	687679.1284564057	6086702.493132503
house_564	687689.4593633275	6086713.368442253
house_565	687699.7902702494	6086724.243752004
house_566	687710.1211771711	6086735.119061755
house_567	687720.4520840929	6086745.994371505
house_568	687730.7829910148	6086756.869681256
house_569	687741.5892252414	6086767.21891431
house_570	687755.4613139417	6086772.443840229
house_571	687770.1566003835	6086770.506455907
house_572	687782.2066662922	6086761.860681784
house_573	687788.76123791	6086748.537090769
house_574	687791.8403976128	6086733.856621446
house_575	687794.917391675	6086719.1756096445
house_576	687797.4366990655	6086704.414754888
house_577	687794.1296849455	6086689.950685204
house_578	687784.8524828351	6086678.253022443
house_579	687774.521574299	6086667.377714225
house_580	687764.190665763	6086656.502406008
house_581	687753.8597572269	6086645.627097791
house_582	687743.5288486908	6086634.751789574
house_583	687733.1979401547	6086623.876481356
house_584	687596.3819324371	6086695.289618963
house_585	687608.594358163	6086686.6620568065
house_586	687621.6501838514	6086679.276569985
house_587	687634.7060095398	6086671.891083163
house_588	687649.0440457788	6086663.780277924
house_589	687662.0998831163	6086656.394811695
house_590	687675.155720454	6086649.009345466
house_591	687688.2115577915	6086641.623879238
house_592	687701.267395129	6086634.238413009
house_593	687714.3232324665	6086626.852946781
house_594	687732.7916438114	6086616.4056744445
house_595	687745.8474752456	6086609.020197781
house_596	687758.9033066799	6086601.634721116
house_597	687771.9591381141	6086594.2492444515
house_598	687785.0149695484	6086586.863767787
house_599	687797.8836691167	6086579.170462268
house_600	687808.2796293991	6086568.454752875
house_601	687814.9544512696	6086555.0992953805
house_602	687816.959339731	6086540.302700244
house_603	687814.3850853561	6086525.599832109
house_604	687807.2366163475	6086512.492134698
house_605	687796.4262658585	6086502.20378712
house_606	687782.9036124436	6086495.877769556
house_607	687768.0961361531	6086494.0343738785
house_608	687753.4544829032	6086496.94740227
house_609	687739.5371158889	6086502.535020134
house_610	687725.6552794116	6086508.217855344
house_611	687711.7734429343	6086513.900690554
house_612	687697.891606457	6086519.583525763
house_613	687684.0097699795	6086525.266360972
house_614	687670.1279335022	6086530.949196181
house_615	687656.2460970249	6086536.63203139
house_616	687642.3642605476	6086542.3148666
house_617	687628.4824240702	6086547.99770181
house_618	687614.6005875929	6086553.680537019
house_619	687600.7187511155	6086559.363372228
house_620	687586.8480839295	6086565.0712964665
house_621	687574.2346378246	6086573.060789458
house_622	687564.8782559622	6086584.679818696
house_623	687568.8776450875	6086736.045599383
house_624	687576.3255803514	6086723.025297532
house_625	687583.8063273721	6086710.024693187
house_626	687604.6786796423	6086767.433747956
house_627	687592.5697185696	6086758.580891821
house_628	687580.4607574969	6086749.728035687
house_629	687561.9666111948	6086738.064197772
house_630	687548.2756490924	6086731.974252484
house_631	687533.9377562188	6086727.601242278
house_632	687519.1601489814	6086725.103940997
house_633	687504.2198100832	6086723.78890499
house_634	687559.1938513292	6086607.980821329
house_635	687561.6428439574	6086622.669823232
house_636	687567.2167246027	6086636.592487459
house_637	687572.8995506172	6086650.474327701
house_638	687578.5823766318	6086664.356167942
house_639	687584.2652026464	6086678.238008183
house_640	687589.948028661	6086692.119848425
house_641	687554.0702805299	6086602.569867131
house_642	687539.1215221196	6086601.331068523
house_643	687524.1727637093	6086600.092269915
house_644	686832.6392488449	6086853.57045939
house_645	686818.4703953789	6086858.494237559
house_646	686804.3015419128	6086863.418015728
house_647	686789.6017938718	6086865.380160383
house_648	686774.6048828247	6086865.684559868
house_649	686759.6079717777	6086865.9889593525
house_650	686744.6110607305	6086866.293358837
house_651	686844.8014787576	6086863.518766115
house_652	686836.2633058679	6086847.051451371
house_653	686832.9666234705	6086832.418205485
house_654	687244.9413136846	6087636.278520125
house_655	687244.8987547377	6087621.278580501
house_656	687244.8561957909	6087606.2786408765
house_657	687245.733316201	6087591.335298977
house_658	687250.2850905892	6087577.09958532
house_659	687258.7414075598	6087564.776931145
house_660	687270.2069505194	6087555.194437579
house_661	687249.9088926172	6087640.597396791
house_662	687264.8072781475	6087638.87233986
house_663	687279.7981797028	6087638.740559084
house_664	687294.7203522334	6087640.139594442
house_665	687240.0021077446	6087641.959605838
house_666	687225.1419309778	6087644.002923351
house_667	687210.2817542109	6087646.046240864
house_668	687195.4215774442	6087648.089558377
house_669	687180.5614006774	6087650.1328758905
house_670	687165.7012239106	6087652.176193403
house_671	687281.1059217665	6087550.370738809
house_672	687295.7162519206	6087547.357770298
house_673	687310.6276378549	6087548.559476281
house_674	687325.3545181933	6087551.387044729
house_675	687339.8576413936	6087555.197977768
house_676	687274.2978628221	6087547.334862225
house_677	687268.4083865155	6087533.547802499
house_678	687267.5265687247	6087518.733188577
house_679	687272.0642463521	6087504.445004233
house_680	687276.9075007914	6087490.248424137
house_681	687281.7507552308	6087476.051844041
house_682	687286.5940096702	6087461.855263944
house_683	687291.4372641095	6087447.658683848
house_684	687296.2805185489	6087433.4621037515
house_685	687301.3207458238	6087419.342468355
house_686	687313.2911530368	6087411.369942577
house_687	687327.7451539192	6087414.807448847
house_688	687341.9417325803	6087419.650707494
house_689	687356.1383112413	6087424.493966141
house_690	687370.3348899024	6087429.337224787
house_691	687383.070414065	6087436.660478166
house_692	687384.9925627157	6087450.9435076425
house_693	687380.1493024498	6087465.140085751
house_694	687375.3060421838	6087479.33666386
house_695	687370.4627819179	6087493.533241969
house_696	687365.6195216519	6087507.729820077
house_697	687360.776261386	6087521.926398186
house_698	687355.93300112	6087536.122976295
house_699	687351.089740854	6087550.319554403
